0	1	2	3	4	5	6	7	8	9	10	11	density
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	PPP1R12B	IRAK2	STK38	RFC3	NOMO1	AP3S2	VASN	9
EIF3C	NAT10	POLG2	NCBP1	SPIRE2	LRRN2	LSM3	MAPK13	RFC3	PARN	SLCO3A1	TRAP1	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	NUP210	STK38	RFC3	PARN	ZNF710	VASN	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	LSM3	STK38	RFC3	RPS15A	ZNF710	PAM16	9
EIF3C	NAT10	DDX5	NCBP1	TCF25	LRRN2	IRAK2	STK38	RFC3	KIAA0430	VPS33B	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	RPL32	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	RPS6KB1	TGFBR1	PRDM7	LRRN2	IRAK2	MAPK13	RFC3	ARL6IP1	GDPGP1	TRAP1	9
EIF3C	NAT10	SMG8	NCBP1	MC1R	PPP1R12B	IRAK2	COX6A1P2	RFC3	ARL6IP1	SPATA8	CDIP1	9
EIF3C	NAT10	POLG2	NCBP1	TCF25	SLC45A3	LSM3	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	MC1R	SLC45A3	RPL32	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	SPIRE2	LRRN2	NUP210	STK38	RFC3	PARN	TTLL13	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	SOX13	NUP210	PPIL1	RFC3	ARL6IP1	TTLL13	PAM16	9
SNX29P2	NAT10	POLG2	NCBP1	PRDM7	LRRN2	FANCD2OS	STK38	VWA8	PARN	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	C16orf3	PPP1R12B	AC034193.1	KCNK5	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	APPBP2	NCBP1	TCF25	LRRN2	IRAK2	MAPK13	CCNA1	TMC5	GDPGP1	TRAP1	9
EIF3C	NAT10	RPS6KB1	NCBP1	SPIRE2	LRRN2	IRAK2	STK38	RFC3	PARN	ZNF710	PAM16	9
EIF3C	CAT	BRIP1	NCBP1	MC1R	LRRN2	IRAK2	PPIL1	RFC3	PARN	ARRDC4	PAM16	9
EIF3C	NAT10	CLTC	NCBP1	TCF25	PRELP	NUP210	MAPK13	RFC3	ARL6IP1	C15orf38-AP3S2	PAM16	9
EIF3C	NAT10	TBX4	NCBP1	TCF25	LRRN2	RPL32	STK38	KL	SYT17	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	LSM3	PI16	RFC3	PARN	ZNF710	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	IRAK2	STK38	RFC3	PARN	FAM174B	VASN	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	IRAK2	STK38	RFC3	PARN	ZNF710	VASN	9
EIF3C	LGR4	POLG2	NCBP1	PRDM7	OPTC	NUP210	STK38	RFC3	PARN	ZNF710	MGRN1	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	IRAK2	STK38	RFC3	PARN	GDPGP1	TFAP4	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	NUP210	PPIL1	RFC3	PARN	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	GAS8	PPP1R12B	IRAK2	MAPK13	RFC3	PARN	IDH2	PAM16	10
EIF3C	NAT10	POLG2	ERCC6L2	PRDM7	LRRN2	IRAK2	MAPK13	RFC3	PLA2G10	CHD2	PAM16	10
SNX29P2	LGR4	TLK2	NCBP1	MC1R	LRRN2	LSM3	STK38	RFC3	PARN	GDPGP1	PAM16	10
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	PPP1R12B	NUP210	SLC26A8	RFC3	AC092291.2	TTLL13	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	LRRN2	IRAK2	STK38	KBTBD7	PARN	ZNF710	PAM16	10
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	PRELP	NUP210	STK38	RFC3	PARN	GDPGP1	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	OPTC	IRAK2	STK38	KBTBD7	PARN	ARRDC4	TRAP1	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	CNTN2	LSM3	MAPK13	RFC3	PARN	GDPGP1	PAM16	10
SPNS1	NAT10	POLG2	NCBP1	MC1R	LRRN2	RAF1	STK38	RFC3	RP11-1035H13.3	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	TGFBR1	SPIRE2	PPP1R12B	IRAK2	SRPK1	RFC3	ARL6IP1	ZNF710	ZNF500	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	VGLL4	SRPK1	CCDC169-SOHLH2	PARN	SEMA4B	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	IRAK2	STK38	RFC3	PDILT	ZNF710	TRAP1	10
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	IRAK2	STK38	RFC3	PARN	NR2F2	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	MC1R	PPP1R12B	RPL32	MAPK13	RFC3	PARN	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	TCF25	PPP1R12B	LSM3	STK38	RFC3	PARN	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	C16orf3	PRELP	IRAK2	BTBD9	RFC3	ARL6IP1	GDPGP1	PAM16	10
EIF3C	NAT10	YPEL2	NCBP1	PRDM7	OPTC	IRAK2	STK38	RFC3	SYT17	NR2F2	VASN	10
EIF3C	CAT	RPS6KB1	NCBP1	DBNDD1	LRRN2	NUP210	STK38	RFC3	PLA2G10	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	RPL32	PPIL1	RFC3	PARN	ZNF710	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	RP11-356C4.2	ZBED6	NUP210	SRPK1	RFC3	PARN	SEMA4B	PAM16	10
EIF3C	NAT10	TANC2	NCBP1	PRDM7	PPP1R12B	NUP210	MAPK13	RFC3	PARN	GDPGP1	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	IRAK2	MAPK13	RFC3	ARL6IP1	GDPGP1	TRAP1	10
EIF3C	NAT10	POLG2	NCBP1	TCF25	PPP1R12B	NUP210	STK38	KL	ARL6IP1	ZNF710	PAM16	10
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	LRRN2	IRAK2	STK38	TRPC4	ARL6IP1	GDPGP1	PAM16	10
EIF3C	NAT10	TLK2	NCBP1	PRDM7	LRRN2	NUP210	STK38	RFC3	PARN	ZNF710	PAM16	10
EIF3C	NAT10	RPS6KB1	NCBP1	SPIRE2	LRRN2	IRAK2	STK38	RFC3	PARN	ZNF710	TRAP1	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	LSM3	MAPK13	RFC3	ARL6IP1	GDPGP1	PAM16	10
